index,filename,quality,width,height,psnr_db,ssim,bpp,compression_ratio,jpeg_q_match,jpeg_bpp,jpeg_psnr,jpeg_ssim,jpeg_opt_q,jpeg_opt_bpp,jpeg_opt_psnr,jpeg_opt_ssim,original_kb,compressed_kb,time_sec
326,0326.png,50,256,256,29.7618,0.868799,1.0137,23.6752,42,1.0138,29.5222,0.864138,45,1.009,29.6807,0.867381,192.0,8.11,0.176
326,0326.png,75,256,256,31.417,0.90213,1.6024,14.9772,71,1.6006,31.3999,0.901025,73,1.6136,31.5698,0.903946,192.0,12.82,0.193
326,0326.png,90,256,256,34.1277,0.938595,2.8298,8.4812,89,2.8502,34.4171,0.94162,89,2.7708,34.4171,0.94162,192.0,22.64,0.229
327,0327.png,10,256,256,23.3705,0.734729,0.4389,54.6817,6,0.4248,21.737,0.644264,9,0.4467,23.0509,0.718375,192.0,3.51,0.162
327,0327.png,25,256,256,26.2761,0.854235,0.8984,26.714,20,0.8999,25.6327,0.832541,23,0.9038,26.0958,0.848403,192.0,7.19,0.18
327,0327.png,50,256,256,28.9555,0.913108,1.4297,16.7865,43,1.424,28.487,0.904276,46,1.4292,28.7876,0.909839,192.0,11.44,0.194
327,0327.png,75,256,256,32.0326,0.951598,2.1205,11.3178,71,2.1107,31.495,0.946461,73,2.1299,31.7998,0.949592,192.0,16.96,0.21
327,0327.png,90,256,256,36.1647,0.978764,3.3523,7.1592,89,3.3901,35.8663,0.977117,89,3.306,35.8663,0.977117,192.0,26.82,0.247
328,0328.png,10,256,256,22.9249,0.76865,0.5173,46.3931,7,0.5363,21.7053,0.69969,9,0.5267,22.597,0.752284,192.0,4.14,0.162
328,0328.png,25,256,256,25.9004,0.875843,1.0338,23.2154,20,1.0298,25.2817,0.858012,23,1.0383,25.7178,0.870776,192.0,8.27,0.177
328,0328.png,50,256,256,27.9769,0.92017,1.5914,15.0812,43,1.5835,27.5839,0.91313,46,1.5891,27.8161,0.917298,192.0,12.73,0.195
328,0328.png,75,256,256,30.1124,0.948533,2.3485,10.2192,71,2.3362,29.8346,0.945646,73,2.353,30.0418,0.947934,192.0,18.79,0.212
328,0328.png,90,256,256,33.4426,0.975632,3.8649,6.2097,89,3.9111,33.3562,0.975014,89,3.7733,33.3562,0.975014,192.0,30.92,0.255
329,0329.png,10,256,256,26.9831,0.797958,0.26,92.2934,3,0.2543,20.9928,0.597685,8,0.2671,26.2738,0.78096,192.0,2.08,0.153
329,0329.png,25,256,256,30.6339,0.88853,0.5129,46.7961,17,0.5181,29.4328,0.866233,21,0.5059,30.3224,0.883085,192.0,4.1,0.155
329,0329.png,50,256,256,32.8609,0.924334,0.8051,29.81,39,0.8033,32.5888,0.92134,44,0.8096,32.9958,0.927136,192.0,6.44,0.165
329,0329.png,75,256,256,34.8162,0.947103,1.191,20.1507,69,1.1836,34.903,0.948222,71,1.1844,35.1705,0.950612,192.0,9.53,0.178
329,0329.png,90,256,256,37.1918,0.966378,1.9454,12.3368,88,1.9426,37.8959,0.969453,89,1.9413,38.1296,0.970868,192.0,15.56,0.201
330,0330.png,10,256,256,25.8956,0.60903,0.2106,113.9839,1,0.2218,21.0795,0.399476,8,0.2155,25.2342,0.579013,192.0,1.68,0.155
330,0330.png,25,256,256,28.3212,0.713707,0.4897,49.0126,17,0.4846,27.4152,0.673835,22,0.4841,28.0963,0.70356,192.0,3.92,0.159
330,0330.png,50,256,256,29.9565,0.781272,0.8871,27.0544,41,0.8954,29.6789,0.769938,45,0.8817,29.8804,0.777544,192.0,7.1,0.173
330,0330.png,75,256,256,31.4692,0.833254,1.44,16.6668,70,1.4274,31.3513,0.828642,72,1.428,31.5149,0.833778,192.0,11.52,0.256
330,0330.png,90,256,256,33.523,0.88894,2.5826,9.2929,89,2.5764,33.8418,0.893311,89,2.5149,33.8418,0.893311,192.0,20.66,0.223
331,0331.png,10,256,256,26.8795,0.752324,0.2034,117.9766,1,0.2301,21.451,0.589408,7,0.1938,25.6826,0.716751,192.0,1.63,0.151
331,0331.png,25,256,256,30.2227,0.85721,0.4191,57.27,15,0.4169,28.9065,0.81927,21,0.4171,30.1956,0.853256,192.0,3.35,0.151
331,0331.png,50,256,256,32.2437,0.902124,0.6882,34.8743,37,0.6816,32.1164,0.895987,43,0.6851,32.6105,0.90549,192.0,5.51,0.166
331,0331.png,75,256,256,33.9739,0.93052,1.0661,22.5113,69,1.0602,34.5615,0.933756,71,1.0607,34.7599,0.936791,192.0,8.53,0.174
331,0331.png,90,256,256,36.1849,0.955987,1.8243,13.156,88,1.8054,37.5668,0.961905,89,1.8164,37.8262,0.963571,192.0,14.59,0.195
332,0332.png,10,256,256,22.3456,0.732237,0.5173,46.3972,7,0.535,21.3587,0.674583,9,0.5298,22.1005,0.719922,192.0,4.14,0.161
332,0332.png,25,256,256,25.2002,0.84394,1.0205,23.5188,21,1.0322,24.7971,0.832346,23,1.0267,25.0798,0.839761,192.0,8.16,0.176
332,0332.png,50,256,256,27.5586,0.896592,1.5851,15.1415,44,1.5923,27.3126,0.893423,46,1.5842,27.4773,0.895646,192.0,12.68,0.191
332,0332.png,75,256,256,30.2232,0.933071,2.3323,10.2904,72,2.3414,30.0245,0.932232,73,2.342,30.1708,0.933586,192.0,18.66,0.211
332,0332.png,90,256,256,33.797,0.965473,3.6946,6.496,88,3.6338,33.6736,0.964494,89,3.6387,34.0228,0.966833,192.0,29.56,0.254
333,0333.png,10,256,256,28.5963,0.690402,0.1406,170.7222,1,0.215,22.664,0.432558,7,0.1425,27.6332,0.653605,192.0,1.12,0.144
333,0333.png,25,256,256,31.9864,0.812867,0.3405,70.4878,13,0.3345,30.1403,0.739626,21,0.3396,31.6412,0.797363,192.0,2.72,0.15
333,0333.png,50,256,256,33.8008,0.870505,0.6214,38.6216,36,0.6204,33.0162,0.848129,44,0.6223,33.5485,0.863562,192.0,4.97,0.158
333,0333.png,75,256,256,35.6468,0.911015,1.0446,22.9756,69,1.0416,35.0705,0.900603,72,1.0393,35.3904,0.906579,192.0,8.36,0.173
333,0333.png,90,256,256,38.3517,0.94856,1.9747,12.1539,89,1.9979,38.055,0.945628,89,1.9371,38.055,0.945628,192.0,15.8,0.207
334,0334.png,10,256,256,22.9339,0.729178,0.503,47.716,7,0.5159,21.8347,0.667281,9,0.5085,22.6073,0.710199,192.0,4.02,0.161
334,0334.png,25,256,256,25.6504,0.847202,1.0241,23.435,20,1.0153,25.0465,0.826916,23,1.0321,25.4595,0.841218,192.0,8.19,0.174
334,0334.png,50,256,256,27.7874,0.904216,1.6172,14.8409,43,1.6042,27.3862,0.894702,46,1.6157,27.6302,0.900471,192.0,12.94,0.191
334,0334.png,75,256,256,30.5322,0.945156,2.4281,9.8842,72,2.4332,30.1346,0.941029,73,2.4271,30.2933,0.942943,192.0,19.42,0.219
334,0334.png,90,256,256,35.4186,0.981927,3.9396,6.092,89,3.9747,34.8828,0.979629,89,3.8743,34.8828,0.979629,192.0,31.52,0.265
335,0335.png,10,256,256,25.837,0.656254,0.2458,97.6328,4,0.2495,22.4104,0.472985,8,0.2354,25.0991,0.615916,192.0,1.97,0.153
335,0335.png,25,256,256,28.4511,0.795687,0.5982,40.121,18,0.5974,27.6273,0.757217,22,0.5934,28.15,0.782926,192.0,4.79,0.185
335,0335.png,50,256,256,30.2842,0.862262,1.0303,23.2951,41,1.0396,29.8469,0.848667,45,1.0237,30.0696,0.856355,192.0,8.24,0.176
335,0335.png,75,256,256,32.263,0.910111,1.6346,14.6826,71,1.6372,31.9159,0.903365,73,1.6481,32.1079,0.90728,192.0,13.08,0.193
335,0335.png,90,256,256,35.5494,0.954943,2.8447,8.4368,89,2.8417,35.2494,0.952016,89,2.7814,35.2494,0.952016,192.0,22.76,0.235
336,0336.png,10,256,256,25.6312,0.702143,0.2514,95.4466,4,0.252,22.204,0.551425,8,0.245,24.973,0.662272,192.0,2.01,0.147
336,0336.png,25,256,256,28.2836,0.822523,0.5705,42.0676,18,0.5765,27.4654,0.789874,22,0.5659,27.9881,0.81237,192.0,4.56,0.161
336,0336.png,50,256,256,30.2284,0.881247,0.9569,25.0812,41,0.9641,29.8419,0.871415,45,0.9532,30.1225,0.878177,192.0,7.66,0.174
336,0336.png,75,256,256,32.6776,0.923309,1.5035,15.9623,71,1.5051,32.3322,0.919296,73,1.5197,32.5701,0.92258,192.0,12.03,0.196
336,0336.png,90,256,256,36.368,0.960896,2.6083,9.2013,89,2.6154,36.1387,0.959243,89,2.561,36.1387,0.959243,192.0,20.87,0.232
337,0337.png,10,256,256,22.8789,0.6708,0.3699,64.8791,6,0.3766,21.5734,0.604567,9,0.3856,22.8609,0.67068,192.0,2.96,0.153
337,0337.png,25,256,256,25.4856,0.775649,0.7809,30.7338,20,0.7916,25.3718,0.769984,22,0.7749,25.6967,0.781716,192.0,6.25,0.166
337,0337.png,50,256,256,27.1125,0.830571,1.2413,19.3348,42,1.2422,27.3412,0.835162,45,1.2382,27.5453,0.841208,192.0,9.93,0.179
337,0337.png,75,256,256,28.5056,0.866788,1.8378,13.0588,70,1.8218,29.0749,0.877907,72,1.8236,29.2931,0.8817,192.0,14.7,0.201
337,0337.png,90,256,256,30.7145,0.907291,3.0645,7.8317,89,3.1245,32.3699,0.929079,89,3.0176,32.3699,0.929079,192.0,24.52,0.236
338,0338.png,10,256,256,28.9817,0.765426,0.1289,186.2039,1,0.2151,24.2685,0.716323,6,0.1257,26.7869,0.757668,192.0,1.03,0.137
338,0338.png,25,256,256,32.5657,0.866214,0.267,89.9036,8,0.2635,28.2564,0.733409,19,0.2655,31.612,0.839466,192.0,2.14,0.148
338,0338.png,50,256,256,34.4092,0.902185,0.4315,55.6195,29,0.4324,33.0365,0.866401,41,0.4314,34.0771,0.891013,192.0,3.45,0.152
338,0338.png,75,256,256,36.248,0.924945,0.6912,34.7211,66,0.6874,35.781,0.914213,71,0.6959,36.2555,0.921451,192.0,5.53,0.165
338,0338.png,90,256,256,38.3129,0.946202,1.3308,18.0341,88,1.3297,38.5202,0.945335,89,1.3311,38.7126,0.946657,192.0,10.65,0.199
339,0339.png,10,256,256,23.1578,0.752951,0.4146,57.8897,6,0.4296,21.7247,0.686054,8,0.3977,22.6721,0.727588,192.0,3.32,0.154
339,0339.png,25,256,256,24.9044,0.819443,0.8234,29.1471,19,0.8143,24.5382,0.807149,22,0.8146,24.8247,0.816576,192.0,6.59,0.169
339,0339.png,50,256,256,25.8758,0.847812,1.2822,18.7174,42,1.2789,25.8763,0.847293,45,1.272,25.9846,0.850283,192.0,10.26,0.183
339,0339.png,75,256,256,26.885,0.869835,1.8958,12.6599,71,1.9023,27.2162,0.87696,72,1.8728,27.2986,0.878593,192.0,15.17,0.201
339,0339.png,90,256,256,29.0824,0.90996,3.2717,7.3355,89,3.332,30.042,0.925115,89,3.1902,30.042,0.925115,192.0,26.17,0.253
340,0340.png,10,256,256,23.667,0.719484,0.3653,65.692,6,0.3802,22.1888,0.653539,9,0.3822,23.4984,0.714373,192.0,2.92,0.158
340,0340.png,25,256,256,26.2056,0.823179,0.7583,31.6478,19,0.7568,25.7778,0.81034,22,0.7513,26.185,0.822533,192.0,6.07,0.167
340,0340.png,50,256,256,28.2191,0.878034,1.2301,19.5101,42,1.2312,27.9933,0.87375,45,1.223,28.1992,0.878449,192.0,9.84,0.18
340,0340.png,75,256,256,30.0925,0.915226,1.8249,13.1515,71,1.8403,30.0586,0.91567,72,1.812,30.1486,0.916782,192.0,14.6,0.203
340,0340.png,90,256,256,32.5654,0.946181,2.9934,8.0175,89,3.0377,33.041,0.951321,89,2.959,33.041,0.951321,192.0,23.95,0.236
341,0341.png,10,256,256,28.6731,0.760683,0.1912,125.5379,1,0.225,22.3371,0.513522,8,0.1997,28.2075,0.74059,192.0,1.53,0.145
341,0341.png,25,256,256,32.3295,0.861466,0.4016,59.7593,15,0.4084,30.5598,0.819838,21,0.4012,31.8722,0.850995,192.0,3.21,0.154
341,0341.png,50,256,256,34.4767,0.904987,0.693,34.6331,38,0.6925,33.7565,0.893288,44,0.6891,34.2412,0.901301,192.0,5.54,0.165
341,0341.png,75,256,256,36.3917,0.933765,1.1263,21.3096,70,1.1337,36.0546,0.929321,72,1.1248,36.2446,0.931878,192.0,9.01,0.183
341,0341.png,90,256,256,38.972,0.960917,2.0268,11.8414,89,2.0483,38.8392,0.959324,89,1.9967,38.8392,0.959324,192.0,16.21,0.208
342,0342.png,10,256,256,24.8578,0.78546,0.2978,80.6018,4,0.2922,21.6326,0.667393,8,0.2958,24.3491,0.766049,192.0,2.38,0.147
342,0342.png,25,256,256,27.6532,0.867922,0.5931,40.4679,17,0.5868,26.722,0.842784,22,0.5995,27.5355,0.863791,192.0,4.74,0.162
342,0342.png,50,256,256,30.0841,0.911409,0.9351,25.666,39,0.9359,29.5355,0.904875,44,0.9332,29.9829,0.910328,192.0,7.48,0.172
342,0342.png,75,256,256,32.4413,0.942249,1.3906,17.2582,69,1.3872,32.0402,0.93922,72,1.3975,32.4441,0.942999,192.0,11.13,0.186
342,0342.png,90,256,256,35.2331,0.965327,2.244,10.6954,88,2.2339,35.3122,0.966458,89,2.2388,35.5912,0.9683,192.0,17.95,0.21
343,0343.png,10,256,256,26.881,0.716768,0.1845,130.0963,1,0.2227,22.6398,0.578258,7,0.1772,25.7617,0.680281,192.0,1.48,0.14
343,0343.png,25,256,256,29.6917,0.800044,0.4001,59.9872,15,0.4004,28.4036,0.763715,21,0.3949,29.2955,0.787703,192.0,3.2,0.152
343,0343.png,50,256,256,31.4499,0.849747,0.7186,33.4005,39,0.7163,30.9069,0.837078,45,0.7189,31.31,0.846803,192.0,5.75,0.231
343,0343.png,75,256,256,33.4824,0.893017,1.214,19.769,70,1.2175,33.1096,0.88582,72,1.2034,33.3284,0.889312,192.0,9.71,0.184
343,0343.png,90,256,256,37.0738,0.941111,2.2499,10.6672,89,2.2592,36.9283,0.937846,89,2.2194,36.9283,0.937846,192.0,18.0,0.219
344,0344.png,10,256,256,31.6387,0.784536,0.0756,317.5578,3,0.2046,27.206,0.70084,1,0.0847,27.2005,0.700397,192.0,0.6,0.138
344,0344.png,25,256,256,35.9384,0.881122,0.2108,113.8272,6,0.2119,30.1642,0.71812,21,0.2142,34.9627,0.864331,192.0,1.69,0.145
344,0344.png,50,256,256,38.7467,0.925995,0.3934,61.0039,28,0.3988,36.4433,0.892362,43,0.3939,38.0849,0.919395,192.0,3.15,0.154
344,0344.png,75,256,256,40.4467,0.947076,0.6596,36.3853,64,0.6569,39.4385,0.937353,71,0.6598,39.98,0.943645,192.0,5.28,0.162
344,0344.png,90,256,256,42.2391,0.962865,1.2516,19.1761,88,1.2473,41.7059,0.959173,89,1.2413,41.7967,0.959975,192.0,10.01,0.204
345,0345.png,10,256,256,26.0278,0.810982,0.3333,72.011,5,0.3452,22.3874,0.707598,8,0.3271,25.1222,0.779945,192.0,2.67,0.18
345,0345.png,25,256,256,28.7746,0.886112,0.6649,36.0947,17,0.6578,27.6495,0.86204,22,0.6742,28.4926,0.87997,192.0,5.32,0.162
345,0345.png,50,256,256,30.9609,0.92581,1.0466,22.9324,40,1.0431,30.2972,0.914937,44,1.042,30.6224,0.921093,192.0,8.37,0.172
345,0345.png,75,256,256,33.4243,0.952386,1.573,15.257,70,1.5614,32.8557,0.948064,72,1.5631,33.1279,0.950772,192.0,12.58,0.194
345,0345.png,90,256,256,37.6372,0.977548,2.6297,9.1266,89,2.6669,37.2181,0.976092,89,2.6044,37.2181,0.976092,192.0,21.04,0.227
346,0346.png,10,256,256,23.7308,0.696111,0.3107,77.2451,5,0.3074,22.1949,0.585213,9,0.3259,23.514,0.684789,192.0,2.49,0.148
346,0346.png,25,256,256,25.9064,0.816339,0.688,34.8859,19,0.6986,25.3936,0.789416,22,0.6804,25.7776,0.806408,192.0,5.5,0.161
346,0346.png,50,256,256,28.1729,0.881523,1.1738,20.4459,42,1.1761,27.6736,0.869529,46,1.1774,28.0268,0.877995,192.0,9.39,0.181
346,0346.png,75,256,256,31.3061,0.932359,1.8576,12.9196,71,1.8442,30.7393,0.926522,73,1.8627,31.0665,0.930238,192.0,14.86,0.208
346,0346.png,90,256,256,37.1314,0.976075,3.0809,7.7899,89,3.0868,36.4822,0.973002,89,3.0215,36.4822,0.973002,192.0,24.65,0.249
347,0347.png,10,256,256,23.6441,0.763548,0.4556,52.6746,6,0.4469,21.9461,0.681326,9,0.4683,23.3607,0.742245,192.0,3.65,0.155
347,0347.png,25,256,256,26.7268,0.870311,0.8975,26.7403,20,0.8983,26.0897,0.853723,22,0.8872,26.4364,0.859705,192.0,7.18,0.173
347,0347.png,50,256,256,28.7848,0.916366,1.3743,17.464,43,1.3715,28.621,0.913604,46,1.3823,28.9183,0.916626,192.0,10.99,0.19
347,0347.png,75,256,256,30.9016,0.944741,1.9813,12.1133,71,1.984,31.1181,0.946382,73,2.0022,31.3233,0.948199,192.0,15.85,0.214
347,0347.png,90,256,256,33.2179,0.966584,3.1223,7.6866,88,3.0793,33.8065,0.969518,89,3.0817,34.0364,0.970815,192.0,24.98,0.234
348,0348.png,10,256,256,19.2313,0.767939,0.7144,33.5967,7,0.7001,18.3908,0.715874,9,0.7134,19.0402,0.756651,192.0,5.71,0.168
348,0348.png,25,256,256,21.5081,0.86519,1.4123,16.9935,21,1.4081,21.1604,0.852186,23,1.3989,21.4001,0.860727,192.0,11.3,0.19
348,0348.png,50,256,256,24.0976,0.925532,2.2773,10.5388,45,2.2861,23.7982,0.920586,47,2.2734,24.0061,0.924164,192.0,18.22,0.222
348,0348.png,75,256,256,27.6569,0.966374,3.3722,7.1171,72,3.365,27.1718,0.962606,73,3.3627,27.372,0.964212,192.0,26.98,0.252
348,0348.png,90,256,256,32.2216,0.987666,5.0418,4.7602,88,5.0156,31.7727,0.986534,89,4.9589,32.1908,0.98776,192.0,40.33,0.292
349,0349.png,10,256,256,23.3514,0.77907,0.4791,50.0976,7,0.4963,22.2175,0.738294,9,0.49,23.236,0.777358,192.0,3.83,0.156
349,0349.png,25,256,256,26.7054,0.870929,0.9291,25.8312,20,0.9227,26.4387,0.866797,22,0.9219,26.7986,0.874814,192.0,7.43,0.182
349,0349.png,50,256,256,28.7615,0.911212,1.4021,17.1172,43,1.4062,29.0254,0.916402,45,1.3909,29.1637,0.918414,192.0,11.22,0.194
349,0349.png,75,256,256,30.4961,0.936093,2.0046,11.9727,70,1.9896,31.0149,0.943466,72,1.9893,31.2118,0.945587,192.0,16.04,0.211
349,0349.png,90,256,256,32.936,0.959445,3.1845,7.5365,88,3.1689,34.1107,0.968075,89,3.1412,34.4273,0.970293,192.0,25.48,0.232
350,0350.png,10,256,256,26.1406,0.713709,0.2473,97.0664,3,0.2385,22.4438,0.543694,8,0.2439,25.4926,0.686008,192.0,1.98,0.155
350,0350.png,25,256,256,28.7047,0.82252,0.5321,45.1052,17,0.5251,27.7924,0.786769,22,0.5327,28.4249,0.81234,192.0,4.26,0.169
350,0350.png,50,256,256,30.3938,0.870708,0.8798,27.2778,40,0.875,29.9702,0.858521,45,0.881,30.2764,0.867537,192.0,7.04,0.174
350,0350.png,75,256,256,32.1026,0.905594,1.3924,17.2363,71,1.4036,31.9653,0.903516,72,1.3772,32.039,0.904916,192.0,11.14,0.184
350,0350.png,90,256,256,34.6363,0.940708,2.4248,9.8978,89,2.4435,34.7787,0.941184,89,2.3877,34.7787,0.941184,192.0,19.4,0.216
351,0351.png,10,256,256,24.654,0.774004,0.3916,61.2892,6,0.4033,23.0333,0.710374,9,0.4076,24.3436,0.765212,192.0,3.13,0.162
351,0351.png,25,256,256,27.5575,0.864639,0.7659,31.3351,19,0.77,26.7898,0.84349,22,0.7615,27.2817,0.85743,192.0,6.13,0.175
351,0351.png,50,256,256,29.8791,0.913408,1.1928,20.1206,42,1.1976,29.4344,0.90599,45,1.1882,29.6787,0.910019,192.0,9.54,0.186
351,0351.png,75,256,256,32.2225,0.945232,1.7725,13.5401,71,1.7838,32.0014,0.942553,72,1.7552,32.1052,0.943931,192.0,14.18,0.202
351,0351.png,90,256,256,35.3456,0.970118,2.8762,8.3442,88,2.827,35.132,0.968804,89,2.8474,35.4132,0.9706,192.0,23.01,0.231
352,0352.png,10,256,256,23.9345,0.825542,0.4757,50.4527,6,0.4661,21.9601,0.753595,9,0.4912,23.6032,0.813491,192.0,3.81,0.163
352,0352.png,25,256,256,27.0694,0.906387,0.8994,26.6849,20,0.9043,26.4468,0.893584,22,0.8898,26.7634,0.901076,192.0,7.2,0.173
352,0352.png,50,256,256,29.089,0.940196,1.3739,17.4683,43,1.3726,28.8527,0.937341,46,1.3838,29.0599,0.940338,192.0,10.99,0.19
352,0352.png,75,256,256,31.1551,0.961488,1.9883,12.0706,71,2.0022,31.0415,0.960598,72,1.9729,31.1423,0.961549,192.0,15.91,0.214
352,0352.png,90,256,256,33.5771,0.97716,3.158,7.5997,88,3.131,33.7716,0.977596,89,3.1147,34.0308,0.978779,192.0,25.26,0.237
353,0353.png,10,256,256,25.2891,0.812292,0.3692,64.9971,5,0.3594,22.6134,0.72701,8,0.3608,24.5581,0.794453,192.0,2.95,0.155
353,0353.png,25,256,256,28.5088,0.888259,0.6922,34.6728,19,0.6997,27.7192,0.875277,22,0.694,28.2112,0.8851,192.0,5.54,0.163
353,0353.png,50,256,256,31.0196,0.930084,1.0572,22.7007,41,1.064,30.5167,0.923327,44,1.0557,30.7572,0.927148,192.0,8.46,0.174
353,0353.png,75,256,256,33.5889,0.955171,1.5491,15.4931,70,1.548,33.1681,0.95206,72,1.5465,33.4552,0.954579,192.0,12.39,0.191
353,0353.png,90,256,256,36.8713,0.97556,2.5049,9.5811,88,2.4811,36.7137,0.974381,89,2.478,37.0307,0.975659,192.0,20.04,0.217
354,0354.png,10,256,256,27.7617,0.77895,0.2523,95.1348,2,0.2468,20.725,0.551098,7,0.2422,26.8557,0.743164,192.0,2.02,0.16
354,0354.png,25,256,256,31.3212,0.869852,0.4748,50.55,16,0.479,29.8838,0.835318,21,0.4789,30.977,0.86462,192.0,3.8,0.188
354,0354.png,50,256,256,33.3911,0.908494,0.7567,31.718,38,0.7531,32.8413,0.898684,43,0.7494,33.1486,0.902608,192.0,6.05,0.174
354,0354.png,75,256,256,35.0291,0.931815,1.1705,20.5048,70,1.178,34.9023,0.930987,72,1.1791,35.0955,0.932391,192.0,9.36,0.184
354,0354.png,90,256,256,37.0303,0.954449,2.0365,11.7847,88,1.9949,37.1253,0.954684,89,2.0243,37.3281,0.955939,192.0,16.29,0.202
355,0355.png,10,256,256,27.2975,0.678274,0.1846,130.0317,1,0.2146,23.7884,0.474253,8,0.1837,26.6254,0.633918,192.0,1.48,0.144
355,0355.png,25,256,256,30.6296,0.821523,0.4596,52.2217,16,0.4662,29.0605,0.764371,22,0.4661,30.2165,0.809546,192.0,3.68,0.219
355,0355.png,50,256,256,32.7546,0.884088,0.8066,29.7553,38,0.8136,31.9706,0.864726,44,0.803,32.4077,0.876078,192.0,6.45,0.166
355,0355.png,75,256,256,34.7971,0.923268,1.2934,18.5558,70,1.2966,34.3266,0.916226,72,1.2831,34.5429,0.919665,192.0,10.35,0.19
355,0355.png,90,256,256,38.0941,0.960452,2.2929,10.4672,89,2.2974,37.7757,0.957828,89,2.2487,37.7757,0.957828,192.0,18.34,0.213
356,0356.png,10,256,256,22.1694,0.745895,0.4724,50.8047,6,0.4592,20.79,0.674154,9,0.4875,21.9871,0.738487,192.0,3.78,0.167
356,0356.png,25,256,256,24.6215,0.842462,0.9479,25.3194,20,0.9492,24.1283,0.825773,22,0.9355,24.3828,0.834802,192.0,7.58,0.172
356,0356.png,50,256,256,26.6441,0.896104,1.5229,15.7589,43,1.5173,26.3729,0.890274,46,1.5294,26.6071,0.895112,192.0,12.18,0.188
356,0356.png,75,256,256,28.8051,0.93376,2.2852,10.5021,72,2.299,28.7218,0.932332,73,2.2991,28.8394,0.933881,192.0,18.28,0.214
356,0356.png,90,256,256,31.7876,0.963917,3.6959,6.4937,89,3.7437,32.0243,0.965468,89,3.6398,32.0243,0.965468,192.0,29.57,0.258
357,0357.png,10,256,256,20.709,0.665613,0.521,46.0697,7,0.5339,20.1536,0.625792,9,0.5265,20.8606,0.665562,192.0,4.17,0.165
357,0357.png,25,256,256,23.5119,0.786165,1.054,22.7704,21,1.0568,23.3086,0.777996,23,1.0569,23.5898,0.787281,192.0,8.43,0.173
357,0357.png,50,256,256,25.6639,0.842777,1.6438,14.6006,44,1.6506,25.6524,0.843794,46,1.6399,25.8104,0.848508,192.0,13.15,0.197
357,0357.png,75,256,256,27.4032,0.876844,2.4106,9.9562,72,2.4253,27.9642,0.889591,73,2.4178,28.09,0.891606,192.0,19.28,0.221
357,0357.png,90,256,256,30.2032,0.920369,3.8224,6.2787,88,3.7579,30.6761,0.9298,89,3.7612,30.9223,0.933094,192.0,30.58,0.255
358,0358.png,10,256,256,24.9121,0.784008,0.315,76.1788,4,0.3081,21.3514,0.689988,8,0.3176,24.3032,0.763783,192.0,2.52,0.149
358,0358.png,25,256,256,28.1806,0.867475,0.5991,40.0597,17,0.5912,27.0311,0.842532,21,0.5916,27.7472,0.860396,192.0,4.79,0.159
358,0358.png,50,256,256,30.3803,0.904552,0.9306,25.7902,40,0.927,29.9248,0.898482,44,0.9374,30.3045,0.903906,192.0,7.44,0.171
358,0358.png,75,256,256,32.8188,0.933099,1.421,16.8896,70,1.4158,32.5265,0.930998,72,1.4235,32.7515,0.933331,192.0,11.37,0.188
358,0358.png,90,256,256,35.7649,0.959163,2.3867,10.0559,88,2.3427,35.7199,0.958099,89,2.3707,36.0131,0.959992,192.0,19.09,0.221
359,0359.png,10,256,256,26.5312,0.703667,0.2496,96.1408,4,0.259,22.5544,0.517951,8,0.2427,25.7918,0.66518,192.0,2.0,0.146
359,0359.png,25,256,256,29.4398,0.825649,0.5832,41.1497,18,0.5891,28.5727,0.795009,22,0.5812,29.1578,0.816715,192.0,4.67,0.161
359,0359.png,50,256,256,31.4166,0.882661,0.9928,24.173,41,1.0049,31.0215,0.873473,45,0.991,31.2729,0.879848,192.0,7.94,0.178
359,0359.png,75,256,256,33.3973,0.92171,1.5497,15.4867,71,1.5593,33.1461,0.917827,73,1.5643,33.3323,0.920801,192.0,12.4,0.194
359,0359.png,90,256,256,36.3507,0.956211,2.6615,9.0176,89,2.6787,36.243,0.955924,89,2.6111,36.243,0.955924,192.0,21.29,0.229
360,0360.png,10,256,256,25.8708,0.806701,0.3602,66.6298,5,0.3595,23.0329,0.692424,8,0.3483,25.3254,0.781943,192.0,2.88,0.159
360,0360.png,25,256,256,29.2372,0.887616,0.7272,33.0031,19,0.7322,28.5032,0.873467,22,0.7231,29.1324,0.885986,192.0,5.82,0.167
360,0360.png,50,256,256,31.6593,0.928174,1.1378,21.0936,41,1.1455,31.4188,0.926131,45,1.1406,31.7236,0.930417,192.0,9.1,0.176
360,0360.png,75,256,256,33.7782,0.951734,1.6615,14.4449,70,1.6639,33.7885,0.952916,72,1.6593,34.0237,0.955254,192.0,13.29,0.195
360,0360.png,90,256,256,36.4479,0.971195,2.6389,9.0945,88,2.6318,36.8268,0.974539,89,2.6112,37.0992,0.97584,192.0,21.11,0.219
361,0361.png,10,256,256,23.5733,0.799991,0.4709,50.9677,6,0.4677,21.9021,0.74344,9,0.4895,23.2664,0.792104,192.0,3.77,0.16
361,0361.png,25,256,256,26.714,0.891469,0.8988,26.7031,19,0.89,25.8894,0.872131,22,0.8912,26.399,0.884376,192.0,7.19,0.173
361,0361.png,50,256,256,29.2155,0.930958,1.369,17.5312,42,1.3656,28.6541,0.924477,45,1.3612,28.9341,0.928124,192.0,10.95,0.192
361,0361.png,75,256,256,32.0588,0.958669,2.0123,11.9268,71,2.0134,31.6258,0.955559,72,1.9927,31.7694,0.956634,192.0,16.1,0.21
