index,filename,quality,width,height,psnr_db,ssim,bpp,compression_ratio,jpeg_q_match,jpeg_bpp,jpeg_psnr,jpeg_ssim,jpeg_opt_q,jpeg_opt_bpp,jpeg_opt_psnr,jpeg_opt_ssim,original_kb,compressed_kb,time_sec
219,0219.png,10,256,256,27.8796,0.759559,0.2114,113.5396,1,0.2306,23.4471,0.613803,8,0.218,27.0863,0.733321,192.0,1.69,0.151
219,0219.png,25,256,256,30.961,0.859486,0.4466,53.7401,15,0.4417,29.4016,0.813312,21,0.4395,30.4943,0.845864,192.0,3.57,0.159
219,0219.png,50,256,256,33.2133,0.909539,0.748,32.0842,38,0.7537,32.4265,0.893726,44,0.7476,32.9092,0.902953,192.0,5.98,0.171
219,0219.png,75,256,256,35.3745,0.941768,1.1888,20.1882,70,1.1971,34.8378,0.935418,72,1.1896,35.0754,0.938365,192.0,9.51,0.18
219,0219.png,90,256,256,38.416,0.96776,2.0517,11.6978,89,2.0765,38.1289,0.965598,89,2.0322,38.1289,0.965598,192.0,16.41,0.238
220,0220.png,10,256,256,26.5966,0.775041,0.3017,79.5541,4,0.3101,23.3287,0.628611,8,0.3079,25.9294,0.744728,192.0,2.41,0.154
220,0220.png,25,256,256,30.3899,0.876801,0.5793,41.4326,16,0.5787,28.6896,0.836511,21,0.5786,29.8322,0.864713,192.0,4.63,0.159
220,0220.png,50,256,256,32.969,0.924058,0.892,26.9068,36,0.8911,32.0912,0.909486,43,0.8879,32.6045,0.918104,192.0,7.14,0.168
220,0220.png,75,256,256,35.2071,0.951533,1.3258,18.1026,68,1.326,34.6044,0.945199,71,1.3258,34.9416,0.94885,192.0,10.61,0.18
220,0220.png,90,256,256,37.6873,0.971273,2.1685,11.0675,88,2.1696,37.4934,0.969962,89,2.1793,37.7527,0.971448,192.0,17.35,0.215
221,0221.png,10,256,256,28.9653,0.729198,0.1523,157.6016,1,0.2234,22.5043,0.539887,6,0.1492,26.6352,0.659809,192.0,1.22,0.149
221,0221.png,25,256,256,32.4537,0.827835,0.3046,78.785,10,0.3008,29.3017,0.742199,20,0.3066,32.0665,0.81842,192.0,2.44,0.151
221,0221.png,50,256,256,34.5042,0.876052,0.5426,44.2313,36,0.5464,33.9266,0.86184,43,0.5356,34.4458,0.872847,192.0,4.34,0.159
221,0221.png,75,256,256,36.0708,0.907512,0.9149,26.2319,68,0.9113,35.9671,0.90298,72,0.9172,36.2821,0.908307,192.0,7.32,0.168
221,0221.png,90,256,256,37.9354,0.936216,1.74,13.7928,88,1.7122,38.2162,0.936532,89,1.7205,38.4084,0.938942,192.0,13.92,0.194
222,0222.png,10,256,256,25.8974,0.705024,0.2424,99.0032,1,0.2378,20.5394,0.482676,8,0.2533,25.232,0.680454,192.0,1.94,0.154
222,0222.png,25,256,256,28.7906,0.814585,0.5321,45.1065,17,0.5304,27.7818,0.779347,21,0.5236,28.517,0.804606,192.0,4.26,0.163
222,0222.png,50,256,256,30.8818,0.872587,0.9045,26.5337,40,0.9055,30.4294,0.861682,44,0.901,30.7455,0.869476,192.0,7.24,0.172
222,0222.png,75,256,256,32.8341,0.910469,1.4094,17.0288,70,1.4137,32.6715,0.907774,72,1.4133,32.883,0.911425,192.0,11.28,0.184
222,0222.png,90,256,256,35.6877,0.95078,2.4245,9.899,89,2.4515,35.9625,0.95172,89,2.4023,35.9625,0.95172,192.0,19.4,0.214
223,0223.png,10,256,256,28.3388,0.757919,0.207,115.9673,1,0.2157,22.3324,0.435531,8,0.2047,27.26,0.712159,192.0,1.66,0.156
223,0223.png,25,256,256,32.6369,0.889296,0.4748,50.5484,15,0.4694,30.3053,0.832366,21,0.4678,31.9949,0.873787,192.0,3.8,0.164
223,0223.png,50,256,256,35.0922,0.931582,0.7686,31.2274,36,0.7655,34.0126,0.915973,44,0.769,34.6556,0.926489,192.0,6.15,0.169
223,0223.png,75,256,256,37.1292,0.954256,1.1576,20.733,69,1.1577,36.5353,0.948946,72,1.1554,36.8268,0.951818,192.0,9.26,0.177
223,0223.png,90,256,256,39.4423,0.970333,1.9861,12.0839,89,2.0079,39.1922,0.969082,89,1.9529,39.1922,0.969082,192.0,15.89,0.199
224,0224.png,10,256,256,27.3444,0.779551,0.2576,93.1516,3,0.2484,22.3968,0.584667,8,0.2618,26.6353,0.757428,192.0,2.06,0.155
224,0224.png,25,256,256,31.0357,0.876858,0.5277,45.4782,17,0.527,29.8085,0.849886,22,0.5325,30.8357,0.874317,192.0,4.22,0.161
224,0224.png,50,256,256,33.3379,0.919755,0.8326,28.8266,40,0.8329,32.9609,0.914628,44,0.8386,33.369,0.919938,192.0,6.66,0.171
224,0224.png,75,256,256,35.3316,0.944374,1.2372,19.3994,70,1.2451,35.4101,0.945891,72,1.24,35.6314,0.947904,192.0,9.9,0.176
224,0224.png,90,256,256,37.5617,0.963776,1.9886,12.069,88,1.9794,38.0299,0.966928,89,1.9896,38.2842,0.968451,192.0,15.91,0.199
225,0225.png,10,256,256,28.2915,0.805772,0.2421,99.128,1,0.2415,21.3575,0.592215,8,0.2513,27.2772,0.785134,192.0,1.94,0.149
225,0225.png,25,256,256,31.9301,0.892998,0.4602,52.1541,16,0.4677,30.5235,0.866052,21,0.4648,31.6395,0.887132,192.0,3.68,0.161
225,0225.png,50,256,256,34.3953,0.932192,0.7257,33.0712,38,0.7306,33.8961,0.926293,43,0.7252,34.3348,0.93298,192.0,5.81,0.172
225,0225.png,75,256,256,36.3176,0.953557,1.0816,22.189,69,1.0826,36.2575,0.95284,71,1.082,36.4823,0.954697,192.0,8.65,0.18
225,0225.png,90,256,256,38.6112,0.970336,1.8111,13.2518,88,1.8013,39.0114,0.971638,89,1.8083,39.2338,0.972705,192.0,14.49,0.198
226,0226.png,10,256,256,24.6515,0.737677,0.3427,70.0233,5,0.3503,22.5546,0.639385,8,0.3429,24.0563,0.715199,192.0,2.74,0.154
226,0226.png,25,256,256,27.5163,0.840757,0.6827,35.1525,17,0.6726,26.4696,0.805282,21,0.676,27.126,0.831376,192.0,5.46,0.171
226,0226.png,50,256,256,29.6953,0.898324,1.0714,22.401,40,1.0691,29.2291,0.886118,44,1.0734,29.6092,0.893591,192.0,8.57,0.178
226,0226.png,75,256,256,31.7931,0.928048,1.6013,14.9875,70,1.6029,31.6566,0.92615,72,1.601,31.8862,0.928888,192.0,12.81,0.192
226,0226.png,90,256,256,34.6708,0.958671,2.6394,9.093,88,2.5994,34.8597,0.957527,89,2.6262,35.1445,0.959637,192.0,21.12,0.219
227,0227.png,10,256,256,24.8813,0.848569,0.3037,79.0265,1,0.3058,21.3423,0.761556,7,0.2971,24.2029,0.825616,192.0,2.43,0.148
227,0227.png,25,256,256,28.3259,0.903146,0.5333,45.0045,15,0.5348,26.5574,0.876216,21,0.5376,27.9861,0.897162,192.0,4.27,0.162
227,0227.png,50,256,256,31.8138,0.939028,0.7895,30.4,35,0.7954,30.3535,0.924916,43,0.7887,31.3015,0.934869,192.0,6.32,0.171
227,0227.png,75,256,256,35.1175,0.964822,1.1133,21.5582,67,1.1155,34.0582,0.958228,71,1.1183,34.667,0.961933,192.0,8.91,0.175
227,0227.png,90,256,256,38.4841,0.981251,1.7424,13.774,88,1.776,38.1747,0.97962,89,1.7469,38.4623,0.980614,192.0,13.94,0.195
228,0228.png,10,256,256,28.7633,0.773003,0.1729,138.774,1,0.2275,21.8463,0.614934,7,0.1755,26.7661,0.722129,192.0,1.38,0.144
228,0228.png,25,256,256,32.0121,0.864185,0.3767,63.7097,14,0.38,30.1327,0.81223,21,0.3837,31.5225,0.851098,192.0,3.01,0.153
228,0228.png,50,256,256,34.2077,0.908104,0.6461,37.1432,36,0.645,33.2589,0.892226,43,0.6399,33.7153,0.900695,192.0,5.17,0.167
228,0228.png,75,256,256,36.274,0.937971,1.0632,22.5733,69,1.0576,35.6256,0.930086,72,1.0696,35.9597,0.934357,192.0,8.51,0.178
228,0228.png,90,256,256,39.6355,0.966629,1.9381,12.3833,89,1.9611,39.2296,0.963785,89,1.9147,39.2296,0.963785,192.0,15.5,0.2
229,0229.png,10,256,256,29.669,0.821139,0.1043,230.1864,1,0.2126,22.355,0.726684,4,0.1049,23.9933,0.728351,192.0,0.83,0.15
229,0229.png,25,256,256,33.3794,0.899386,0.2075,115.6688,1,0.2126,22.355,0.726684,17,0.2095,32.1011,0.875797,192.0,1.66,0.145
229,0229.png,50,256,256,35.4895,0.930754,0.3535,67.8895,23,0.3518,33.2032,0.898544,37,0.3546,34.9441,0.924472,192.0,2.83,0.162
229,0229.png,75,256,256,37.4513,0.950617,0.5867,40.9078,62,0.5867,36.4883,0.943088,69,0.5942,37.1273,0.947849,192.0,4.69,0.162
229,0229.png,90,256,256,39.9684,0.967456,1.0929,21.9591,87,1.0616,39.738,0.965084,88,1.0841,40.0431,0.9665,192.0,8.74,0.194
230,0230.png,10,256,256,30.497,0.847982,0.1777,135.0794,1,0.2345,23.9712,0.675548,7,0.1812,28.7844,0.797183,192.0,1.42,0.184
230,0230.png,25,256,256,34.1743,0.912153,0.3327,72.1398,10,0.3265,30.4973,0.847946,19,0.3298,33.0741,0.896266,192.0,2.66,0.152
230,0230.png,50,256,256,36.8861,0.940758,0.5187,46.2689,31,0.521,35.0398,0.922356,41,0.5186,36.1724,0.9348,192.0,4.15,0.16
230,0230.png,75,256,256,39.6122,0.960082,0.7919,30.308,66,0.7916,38.4288,0.952562,71,0.7965,39.0907,0.957175,192.0,6.33,0.169
230,0230.png,90,256,256,43.1024,0.976708,1.4221,16.8764,88,1.4323,42.4121,0.973913,89,1.4204,42.7306,0.975239,192.0,11.38,0.189
231,0231.png,10,256,256,23.2055,0.667746,0.3839,62.512,6,0.3783,21.8235,0.568265,9,0.3901,22.9257,0.651759,192.0,3.07,0.151
231,0231.png,25,256,256,25.6137,0.805893,0.8449,28.4054,19,0.8369,24.918,0.77402,23,0.8571,25.4273,0.797916,192.0,6.76,0.173
231,0231.png,50,256,256,27.5195,0.875273,1.4014,17.1252,43,1.3999,27.1468,0.864612,46,1.397,27.397,0.871386,192.0,11.21,0.192
231,0231.png,75,256,256,30.4,0.928865,2.1956,10.9309,72,2.1885,29.957,0.922782,73,2.182,30.1192,0.925098,192.0,17.56,0.213
231,0231.png,90,256,256,35.7758,0.974152,3.6251,6.6205,89,3.6262,35.2305,0.971112,89,3.5502,35.2305,0.971112,192.0,29.0,0.32
232,0232.png,10,256,256,27.9165,0.728883,0.1742,137.8013,1,0.2219,23.9673,0.646844,7,0.1754,26.8378,0.697179,192.0,1.39,0.146
232,0232.png,25,256,256,31.1972,0.815751,0.3886,61.756,15,0.3842,29.1976,0.762723,21,0.3838,30.6827,0.801287,192.0,3.11,0.151
232,0232.png,50,256,256,33.2871,0.873369,0.7004,34.265,38,0.6946,32.5758,0.855872,45,0.7015,33.0197,0.867369,192.0,5.6,0.171
232,0232.png,75,256,256,35.2881,0.911986,1.1378,21.0941,69,1.1261,34.8581,0.90292,72,1.1372,35.1293,0.908753,192.0,9.1,0.19
232,0232.png,90,256,256,38.2403,0.951115,2.049,11.7128,89,2.0588,38.2703,0.950371,89,2.0161,38.2703,0.950371,192.0,16.39,0.205
233,0233.png,10,256,256,25.8035,0.801706,0.3465,69.2617,5,0.3468,22.7764,0.694826,8,0.3389,24.9378,0.774201,192.0,2.77,0.154
233,0233.png,25,256,256,29.2026,0.892059,0.6703,35.8063,18,0.6738,28.2081,0.869842,22,0.6755,28.8792,0.885941,192.0,5.36,0.179
233,0233.png,50,256,256,31.463,0.929716,1.0278,23.3508,40,1.0229,30.898,0.922499,45,1.032,31.3135,0.92854,192.0,8.22,0.199
233,0233.png,75,256,256,33.8632,0.954488,1.5173,15.8175,70,1.5144,33.4836,0.951881,72,1.5115,33.7341,0.953918,192.0,12.14,0.205
233,0233.png,90,256,256,37.2037,0.974945,2.4397,9.8373,88,2.4207,37.078,0.974667,89,2.4196,37.4027,0.97598,192.0,19.52,0.253
234,0234.png,10,256,256,23.6328,0.774691,0.4811,49.8863,6,0.4644,22.1625,0.703024,9,0.4943,23.3509,0.763743,192.0,3.85,0.169
234,0234.png,25,256,256,26.3761,0.864089,0.9601,24.9974,20,0.9585,25.8599,0.853392,22,0.9462,26.169,0.859259,192.0,7.68,0.178
234,0234.png,50,256,256,28.3793,0.90851,1.4801,16.2154,43,1.4851,28.1619,0.906248,45,1.4683,28.3035,0.908575,192.0,11.84,0.193
234,0234.png,75,256,256,30.3162,0.935727,2.1748,11.0355,71,2.1782,30.2826,0.93781,73,2.1924,30.4864,0.940088,192.0,17.4,0.208
234,0234.png,90,256,256,33.0096,0.961703,3.5115,6.8347,88,3.4537,33.2296,0.964839,89,3.4484,33.5106,0.967147,192.0,28.09,0.241
235,0235.png,10,256,256,22.2093,0.503659,0.2928,81.9541,5,0.2893,20.8213,0.378979,9,0.3062,22.073,0.486966,192.0,2.34,0.148
235,0235.png,25,256,256,24.8641,0.728707,0.802,29.9234,19,0.8119,24.0634,0.671141,23,0.8077,24.7002,0.719697,192.0,6.42,0.17
235,0235.png,50,256,256,27.7636,0.861107,1.3956,17.1965,41,1.401,26.9835,0.834381,46,1.3987,27.4748,0.852466,192.0,11.17,0.19
235,0235.png,75,256,256,31.1021,0.933432,2.1469,11.1787,71,2.1454,30.421,0.923297,73,2.1541,30.7495,0.928491,192.0,17.18,0.21
235,0235.png,90,256,256,36.2924,0.977788,3.5133,6.8312,89,3.5121,35.7038,0.975003,89,3.4479,35.7038,0.975003,192.0,28.11,0.254
236,0236.png,10,256,256,27.442,0.758021,0.2392,100.3294,1,0.2363,20.3745,0.52698,8,0.2404,26.9587,0.735926,192.0,1.91,0.147
236,0236.png,25,256,256,31.0478,0.864816,0.5081,47.2317,16,0.5013,29.4841,0.823368,21,0.5001,30.5377,0.852871,192.0,4.07,0.159
236,0236.png,50,256,256,33.1933,0.910332,0.837,28.6736,39,0.8375,32.4805,0.898431,44,0.8374,32.8891,0.905369,192.0,6.7,0.172
236,0236.png,75,256,256,35.2929,0.93948,1.2924,18.5694,70,1.2969,34.8544,0.934943,72,1.2916,35.0524,0.937391,192.0,10.34,0.189
236,0236.png,90,256,256,38.0521,0.963243,2.1832,10.9931,89,2.2102,37.8982,0.962066,89,2.1599,37.8982,0.962066,192.0,17.47,0.21
237,0237.png,10,256,256,23.0857,0.781596,0.4782,50.1887,6,0.4752,21.7036,0.734721,9,0.499,22.84,0.775742,192.0,3.83,0.16
237,0237.png,25,256,256,25.9247,0.859003,0.8799,27.2754,19,0.869,25.0648,0.839683,22,0.8806,25.5916,0.852494,192.0,7.04,0.172
237,0237.png,50,256,256,28.617,0.905963,1.3537,17.729,42,1.3536,27.9809,0.897982,45,1.3468,28.2594,0.902257,192.0,10.83,0.182
237,0237.png,75,256,256,31.6802,0.941234,2.0042,11.9749,71,2.0142,31.1104,0.937068,72,1.9832,31.2548,0.938475,192.0,16.03,0.202
237,0237.png,90,256,256,36.0333,0.971132,3.1709,7.5688,88,3.1399,35.3393,0.967621,89,3.1416,35.7306,0.969952,192.0,25.37,0.232
238,0238.png,10,256,256,27.6006,0.729509,0.2147,111.7647,1,0.2241,22.9339,0.50944,8,0.2207,26.7668,0.695428,192.0,1.72,0.147
238,0238.png,25,256,256,30.71,0.843417,0.4875,49.232,16,0.4854,29.2944,0.796514,22,0.4934,30.3207,0.832492,192.0,3.9,0.161
238,0238.png,50,256,256,33.0595,0.899139,0.8356,28.7202,39,0.8394,32.2908,0.882652,44,0.8307,32.6939,0.892438,192.0,6.69,0.169
238,0238.png,75,256,256,35.3331,0.935885,1.3184,18.2034,70,1.3241,34.8015,0.929163,72,1.3147,35.0358,0.932298,192.0,10.55,0.181
238,0238.png,90,256,256,38.792,0.96767,2.3114,10.3832,89,2.3152,38.3923,0.964956,89,2.267,38.3923,0.964956,192.0,18.49,0.211
239,0239.png,10,256,256,25.9509,0.817919,0.3949,60.7706,5,0.3875,23.4512,0.70704,8,0.3911,25.2021,0.795661,192.0,3.16,0.152
239,0239.png,25,256,256,29.3794,0.898484,0.7,34.2881,18,0.704,28.2022,0.877722,21,0.6967,28.7928,0.887511,192.0,5.6,0.163
239,0239.png,50,256,256,31.9752,0.937743,1.0524,22.805,40,1.0454,31.193,0.929918,44,1.0526,31.6071,0.9342,192.0,8.42,0.185
239,0239.png,75,256,256,34.7804,0.961926,1.5179,15.8115,70,1.5317,34.1663,0.958112,72,1.5232,34.4472,0.960508,192.0,12.14,0.194
239,0239.png,90,256,256,38.3479,0.980829,2.4117,9.9516,88,2.4176,37.7994,0.977649,89,2.3994,38.0941,0.978883,192.0,19.29,0.233
240,0240.png,10,256,256,23.6145,0.710323,0.4082,58.7921,6,0.3938,21.9891,0.598538,9,0.4164,23.4037,0.694608,192.0,3.27,0.157
240,0240.png,25,256,256,26.6425,0.842726,0.8856,27.0992,20,0.8926,26.1226,0.823525,23,0.8949,26.5991,0.840884,192.0,7.09,0.171
240,0240.png,50,256,256,28.841,0.899792,1.4049,17.0833,43,1.4067,28.6128,0.895463,46,1.4098,28.8658,0.900813,192.0,11.24,0.184
240,0240.png,75,256,256,30.9097,0.93502,2.0808,11.534,71,2.0698,30.8623,0.934767,73,2.0916,31.094,0.937772,192.0,16.65,0.204
240,0240.png,90,256,256,33.8654,0.965021,3.3582,7.1466,89,3.4,34.273,0.967984,89,3.3096,34.273,0.967984,192.0,26.87,0.239
241,0241.png,10,256,256,24.2198,0.755979,0.4015,59.7706,6,0.4142,22.5395,0.670223,9,0.4186,24.0189,0.745225,192.0,3.21,0.154
241,0241.png,25,256,256,27.6006,0.870507,0.7996,30.0136,19,0.8043,26.6197,0.848141,22,0.8014,27.2244,0.863545,192.0,6.4,0.17
241,0241.png,50,256,256,30.2035,0.920213,1.2467,19.2501,42,1.2461,29.6441,0.912533,45,1.2449,29.9351,0.916698,192.0,9.97,0.178
241,0241.png,75,256,256,32.9071,0.950655,1.8278,13.1304,71,1.8365,32.565,0.947549,72,1.8149,32.6994,0.949039,192.0,14.62,0.195
241,0241.png,90,256,256,36.585,0.975419,2.9326,8.184,89,2.9777,36.6251,0.975286,89,2.901,36.6251,0.975286,192.0,23.46,0.23
242,0242.png,10,256,256,27.2463,0.778546,0.2614,91.8139,4,0.2714,23.5649,0.630243,8,0.2657,26.3909,0.753406,192.0,2.09,0.15
242,0242.png,25,256,256,30.6319,0.870262,0.522,45.974,17,0.5286,29.5666,0.848299,22,0.53,30.439,0.867963,192.0,4.18,0.162
242,0242.png,50,256,256,32.7281,0.907579,0.8454,28.3875,40,0.8387,32.2917,0.903357,45,0.848,32.6817,0.908629,192.0,6.76,0.171
242,0242.png,75,256,256,34.3652,0.931417,1.2791,18.7632,70,1.2832,34.2893,0.932064,72,1.2759,34.4382,0.93386,192.0,10.23,0.183
242,0242.png,90,256,256,36.3547,0.952665,2.2634,10.6035,89,2.2992,36.6658,0.956216,89,2.222,36.6658,0.956216,192.0,18.11,0.211
243,0243.png,10,256,256,22.816,0.67545,0.3966,60.5157,6,0.3885,21.4372,0.583861,9,0.4103,22.637,0.665489,192.0,3.17,0.159
243,0243.png,25,256,256,25.2647,0.798561,0.8616,27.8565,20,0.8705,24.8525,0.778313,22,0.8512,25.1046,0.790005,192.0,6.89,0.171
243,0243.png,50,256,256,26.9784,0.858931,1.4116,17.0019,43,1.4055,26.8336,0.853353,46,1.415,27.0295,0.859254,192.0,11.29,0.185
243,0243.png,75,256,256,28.8814,0.905031,2.1617,11.1023,72,2.1708,28.8911,0.904645,73,2.1682,29.0004,0.906718,192.0,17.29,0.207
243,0243.png,90,256,256,31.4754,0.945399,3.6228,6.6246,89,3.6434,31.8385,0.94826,89,3.5586,31.8385,0.94826,192.0,28.98,0.318
244,0244.png,10,256,256,25.9002,0.717142,0.2724,88.091,4,0.2802,21.8741,0.58179,8,0.2737,25.1254,0.683752,192.0,2.18,0.15
244,0244.png,25,256,256,29.5167,0.829387,0.5571,43.0827,17,0.5596,28.1546,0.793396,22,0.5642,29.0676,0.819114,192.0,4.46,0.156
244,0244.png,50,256,256,31.9686,0.885395,0.9194,26.1035,40,0.916,31.2261,0.871452,45,0.9208,31.6482,0.88014,192.0,7.36,0.169
244,0244.png,75,256,256,34.5339,0.923916,1.4351,16.7232,70,1.425,33.9081,0.916503,72,1.4246,34.1644,0.919633,192.0,11.48,0.185
244,0244.png,90,256,256,38.1606,0.957805,2.4446,9.8176,89,2.4663,37.8241,0.9554,89,2.4044,37.8241,0.9554,192.0,19.56,0.219
245,0245.png,10,256,256,21.7344,0.707857,0.4853,49.4565,7,0.4976,20.7303,0.643051,9,0.4915,21.6048,0.699455,192.0,3.88,0.163
245,0245.png,25,256,256,24.6699,0.838261,1.0456,22.9528,20,1.0331,24.2491,0.822937,23,1.0527,24.7383,0.839917,192.0,8.36,0.178
245,0245.png,50,256,256,26.7914,0.894751,1.6483,14.5601,43,1.6411,26.7251,0.893091,46,1.6504,26.9614,0.89821,192.0,13.19,0.196
245,0245.png,75,256,256,28.8848,0.931939,2.4429,9.8243,72,2.4592,29.1101,0.935376,73,2.4451,29.229,0.936868,192.0,19.54,0.22
245,0245.png,90,256,256,31.7481,0.963632,3.9254,6.114,89,3.9812,32.509,0.968905,89,3.8547,32.509,0.968905,192.0,31.4,0.265
246,0246.png,10,256,256,23.6567,0.720316,0.3999,60.0101,6,0.4056,22.077,0.643722,9,0.4172,23.4887,0.7127,192.0,3.2,0.154
246,0246.png,25,256,256,26.3285,0.827021,0.8109,29.5985,19,0.813,25.7579,0.807976,22,0.8113,26.1736,0.823561,192.0,6.49,0.166
246,0246.png,50,256,256,28.0626,0.874021,1.2697,18.9014,42,1.2681,27.8487,0.870435,45,1.2607,28.0251,0.875067,192.0,10.16,0.182
246,0246.png,75,256,256,29.7075,0.906011,1.8789,12.7735,71,1.8899,29.7058,0.907912,72,1.8628,29.7985,0.9092,192.0,15.03,0.204
246,0246.png,90,256,256,31.933,0.935981,3.0958,7.7523,89,3.1436,32.6097,0.945351,89,3.0452,32.6097,0.945351,192.0,24.77,0.238
247,0247.png,10,256,256,27.3335,0.766718,0.2332,102.9361,2,0.2305,22.7557,0.553554,8,0.2343,26.6849,0.735433,192.0,1.87,0.144
247,0247.png,25,256,256,30.425,0.862137,0.488,49.1766,17,0.494,29.3253,0.831067,22,0.4944,30.1616,0.85584,192.0,3.9,0.154
247,0247.png,50,256,256,32.4743,0.906722,0.8069,29.744,40,0.8079,31.9898,0.897331,44,0.803,32.3054,0.903979,192.0,6.46,0.167
247,0247.png,75,256,256,34.561,0.936477,1.2468,19.2496,70,1.2439,34.3144,0.934121,72,1.2443,34.5402,0.936359,192.0,9.97,0.188
247,0247.png,90,256,256,37.3997,0.962286,2.1335,11.249,89,2.1512,37.6358,0.963208,89,2.1029,37.6358,0.963208,192.0,17.07,0.214
248,0248.png,10,256,256,27.4518,0.793853,0.2296,104.544,1,0.2371,21.6178,0.564565,7,0.2198,26.2266,0.754113,192.0,1.84,0.149
248,0248.png,25,256,256,31.0485,0.883306,0.4416,54.3454,15,0.4419,29.5198,0.853175,21,0.4482,30.793,0.881347,192.0,3.53,0.156
248,0248.png,50,256,256,33.2639,0.922879,0.7132,33.6513,38,0.715,32.8358,0.917699,43,0.7076,33.206,0.923293,192.0,5.71,0.166
248,0248.png,75,256,256,35.0799,0.945229,1.1078,21.6654,69,1.1041,35.0466,0.944804,72,1.1156,35.3245,0.947733,192.0,8.86,0.176
248,0248.png,90,256,256,37.3749,0.964735,1.8968,12.653,88,1.8854,37.7211,0.966513,89,1.8948,37.9075,0.967697,192.0,15.17,0.209
249,0249.png,10,256,256,26.3417,0.837637,0.4182,57.3849,5,0.4045,23.183,0.756077,8,0.4059,25.5671,0.818528,192.0,3.35,0.184
249,0249.png,25,256,256,29.7453,0.907391,0.7724,31.0701,19,0.7761,28.9689,0.893831,22,0.775,29.4721,0.903153,192.0,6.18,0.164
249,0249.png,50,256,256,32.0216,0.938854,1.1724,20.4715,41,1.1721,31.6589,0.934833,45,1.1752,31.9323,0.937537,192.0,9.38,0.177
249,0249.png,75,256,256,33.975,0.957914,1.7041,14.0837,70,1.7074,33.7887,0.95638,72,1.7,33.9856,0.958144,192.0,13.63,0.194
249,0249.png,90,256,256,36.5841,0.975225,2.7563,8.7073,88,2.7444,36.5456,0.97468,89,2.7294,36.7936,0.975869,192.0,22.05,0.229
250,0250.png,10,256,256,24.42,0.618182,0.2937,81.7072,5,0.2797,22.4843,0.446474,9,0.3049,24.2359,0.599923,192.0,2.35,0.158
250,0250.png,25,256,256,26.8712,0.780006,0.7228,33.2024,18,0.7207,26.0945,0.735907,22,0.7114,26.5831,0.765261,192.0,5.78,0.171
250,0250.png,50,256,256,28.6441,0.857394,1.236,19.4176,41,1.2318,28.2247,0.842087,46,1.2377,28.5522,0.85374,192.0,9.89,0.187
250,0250.png,75,256,256,31.1233,0.919045,1.9771,12.1393,71,1.9622,30.7295,0.912024,73,1.9735,30.9831,0.916986,192.0,15.82,0.21
250,0250.png,90,256,256,35.8578,0.971146,3.3478,7.1689,89,3.3516,35.3592,0.968093,89,3.2822,35.3592,0.968093,192.0,26.78,0.253
251,0251.png,10,256,256,27.9965,0.738355,0.203,118.216,1,0.2231,22.6885,0.529516,8,0.2067,27.3584,0.715021,192.0,1.62,0.145
251,0251.png,25,256,256,31.4778,0.848115,0.4316,55.6057,16,0.4391,30.1739,0.810236,21,0.4329,31.1942,0.839909,192.0,3.45,0.153
251,0251.png,50,256,256,33.6659,0.894888,0.7131,33.6542,38,0.7147,33.1553,0.884262,43,0.7064,33.5082,0.89189,192.0,5.71,0.164
251,0251.png,75,256,256,35.5615,0.924629,1.1167,21.4922,70,1.1274,35.4497,0.923679,72,1.1239,35.6642,0.92635,192.0,8.93,0.178
251,0251.png,90,256,256,37.9887,0.952058,1.9563,12.268,89,1.9854,38.4029,0.95508,89,1.9386,38.4029,0.95508,192.0,15.65,0.205
252,0252.png,10,256,256,25.5373,0.718261,0.2522,95.1636,3,0.2478,20.8306,0.526199,8,0.2535,24.9481,0.687049,192.0,2.02,0.146
252,0252.png,25,256,256,28.955,0.808594,0.512,46.8714,17,0.512,28.2046,0.79112,21,0.5059,29.0801,0.811621,192.0,4.1,0.157
252,0252.png,50,256,256,31.0504,0.862792,0.8094,29.6504,39,0.8071,31.278,0.866396,44,0.8125,31.7024,0.873794,192.0,6.48,0.168
252,0252.png,75,256,256,32.8464,0.899212,1.2386,19.3769,70,1.249,33.7629,0.909501,72,1.2402,33.9653,0.912934,192.0,9.91,0.178
252,0252.png,90,256,256,35.0189,0.933397,2.1142,11.3517,88,2.0886,36.743,0.945642,89,2.1021,37.0164,0.948447,192.0,16.91,0.211
253,0253.png,10,256,256,30.6602,0.844999,0.1142,210.1635,1,0.2135,23.476,0.716193,5,0.1117,26.3059,0.773997,192.0,0.91,0.142
253,0253.png,25,256,256,35.0988,0.916246,0.2339,102.6071,6,0.2374,27.3149,0.786887,18,0.2328,33.9377,0.899673,192.0,1.87,0.142
253,0253.png,50,256,256,37.6874,0.943915,0.3883,61.8143,27,0.3888,35.6082,0.923787,40,0.3859,37.0213,0.938373,192.0,3.11,0.151
253,0253.png,75,256,256,39.8167,0.960775,0.6081,39.4686,64,0.608,38.8374,0.954188,70,0.6122,39.4258,0.958767,192.0,4.86,0.157
253,0253.png,90,256,256,42.3261,0.973969,1.1764,20.4006,88,1.1761,41.9003,0.971672,89,1.1766,42.0792,0.972472,192.0,9.41,0.18
254,0254.png,10,256,256,24.28,0.702898,0.3036,79.0384,4,0.2927,21.1763,0.581975,8,0.3054,23.8222,0.681302,192.0,2.43,0.15
254,0254.png,25,256,256,26.8631,0.799751,0.596,40.271,18,0.5975,26.3993,0.783789,22,0.6061,26.9623,0.802842,192.0,4.77,0.158
